0.18400    5999807.00000000 283040.90625000
0.18500    5835122.00000000 260479.84375000
0.18600    5673999.50000000 175071.26562500
0.18700    5516426.00000000 202232.18750000
0.18800    5362367.50000000 152023.12500000
0.18900    5211821.00000000 163390.59375000
0.19000    5064600.50000000 174120.98437500
0.19100    4920873.00000000 212581.73437500
0.19200    4780409.50000000 207589.28125000
0.19300    4643317.00000000 148632.57812500
0.19400    4509426.00000000 131900.71875000
0.19500    4378744.00000000 128735.07812500
0.19600    4251214.50000000 163310.40625000
0.19700    4126822.25000000 134823.29687500
0.19800    4005497.50000000 119564.10937500
0.19900    3887214.75000000 139939.73437500
0.20000    3771883.25000000 125094.50781250
0.20100    3659507.75000000 121971.39843750
0.20200    3549983.75000000 129716.41406250
0.20300    3443347.00000000 126439.71093750
0.20400    3339486.00000000 112958.11718750
0.20500    3238388.00000000 100066.19531250
0.20600    3139975.25000000 146244.35937500
0.20700    3044246.00000000 161466.82812500
0.20800    2951104.25000000 120272.25781250
0.20900    2860589.25000000 90108.56250000
0.21000    2772534.00000000 122850.98437500
0.21100    2686973.00000000 93990.32031250
0.21200    2603854.00000000 99831.76562500
0.21300    2523102.75000000 113388.24218750
0.21400    2444715.50000000 102494.70312500
0.21500    2368638.00000000 84418.25781250
0.21600    2294778.00000000 104573.03906250
0.21700    2223175.50000000 94507.19531250
0.21800    2153697.50000000 84898.75781250
0.21900    2086315.50000000 75733.25781250
0.22000    2021042.00000000 66997.54687500
0.22100    1957832.37500000 78234.98437500
0.22200    1896594.87500000 76129.32812500
0.22300    1837298.87500000 61733.24218750
0.22400    1779894.62500000 84100.02343750
0.22500    1724417.12500000 70149.28906250
0.22600    1670702.62500000 68264.91406250
0.22700    1618823.12500000 66436.50781250
0.22800    1568670.87500000 59272.23437500
0.22900    1520194.87500000 57691.39843750
0.23000    1473418.87500000 66370.15625000
0.23100    1428275.87500000 64615.20312500
0.23200    1384688.87500000 53234.36718750
0.23300    1342675.00000000 75404.63281250
0.23400    1302178.75000000 50491.98437500
0.23500    1263106.75000000 44713.98046875
0.23600    1225521.25000000 52280.73828125
0.23700    1189328.87500000 72180.37500000
0.23800    1154486.62500000 57943.68359375
0.23900    1120973.50000000 60532.57031250
0.24000    1088766.75000000 43294.81250000
0.24100    1057846.62500000 46079.80078125
0.24200    1028129.12500000 44970.37109375
0.24300    999610.06250000 51220.02343750
0.24400    972255.25000000 53595.57421875
0.24500    946024.00000000 38399.11328125
0.24600    920899.93750000 40943.21093750
0.24700    896842.06250000 36698.77734375
0.24800    873814.56250000 35900.67187500
0.24900    851785.18750000 38330.33593750
0.25000    830738.37500000 34405.03125000
0.25100    810629.43750000 49026.87109375
0.25200    791469.81250000 36043.53515625
0.25300    773186.81250000 44187.62890625
0.25400    755769.81250000 31799.01562500
0.25500    739166.00000000 31222.37500000
0.25600    723393.75000000 41830.24609375
0.25700    708395.37500000 32897.88281250
0.25800    694162.37500000 35058.67187500
0.25900    680657.62500000 29200.21289062
0.26000    667868.93750000 31376.48437500
0.26100    655735.12500000 25770.39062500
0.26200    644302.31250000 30501.27343750
0.26300    633467.62500000 27593.85156250
0.26400    623274.37500000 29730.18750000
0.26500    613665.81250000 39176.42968750
0.26600    604621.56250000 24215.09375000
0.26700    596144.62500000 23965.01562500
0.26800    588193.00000000 23733.58789062
0.26900    580734.87500000 23519.76367188
0.27000    573785.43750000 27989.25390625
0.27100    567296.25000000 27774.82812500
0.27200    561293.00000000 34477.42578125
0.27300    555676.00000000 22838.28320312
0.27400    550457.87500000 31788.94531250
0.27500    545697.75000000 22591.88671875
0.27600    541258.56250000 31485.01367188
0.27700    537224.87500000 22402.27734375
0.27800    533514.50000000 24560.34179688
0.27900    530154.81250000 26719.80468750
0.28000    527096.25000000 26660.52929688
0.28100    524339.43750000 26615.47070312
0.28200    521878.87500000 28799.88671875
0.28300    519693.93750000 33208.44531250
0.28400    517746.75000000 28773.77734375
0.28500    516066.90625000 26567.12695312
0.28600    514596.06250000 24368.69726562
0.28700    513357.18750000 22177.03125000
0.28800    512313.75000000 24429.68359375
0.28900    511486.68750000 35599.47265625
0.29000    510812.00000000 24526.64062500
0.29100    510342.93750000 22353.02148438
0.29200    510011.21875000 24656.49414062
0.29300    509849.87500000 29229.69531250
0.29400    509794.65625000 22558.41406250
0.29500    509899.40625000 27167.44140625
0.29600    510104.12500000 29542.68164062
0.29700    510414.09375000 22815.51171875
0.29800    510837.43750000 25202.16601562
0.29900    511360.68750000 23011.23242188
0.30000    511942.00000000 25425.59960938
0.30100    512624.43750000 30188.45507812
0.30200    513344.96875000 30330.98828125
0.30300    514145.37500000 39856.55078125
0.30400    515000.43750000 35341.90625000
0.30500    515879.37500000 26046.75000000
0.30600    516795.50000000 30937.96484375
0.30700    517763.81250000 23920.68945312
0.30800    518734.06250000 31256.32421875
0.30900    519738.87500000 26584.64453125
0.31000    520749.62500000 43727.34765625
0.31100    521750.56250000 31743.30664062
0.31200    522769.12500000 24544.01171875
0.31300    523774.12500000 24669.76367188
0.31400    524785.81250000 29755.35742188
0.31500    525758.25000000 27413.03710938
0.31600    526724.87500000 25045.76953125
0.31700    527670.31250000 27686.86132812
0.31800    528570.31250000 25292.09179688
0.31900    529461.37500000 27955.56054688
0.32000    530309.00000000 38301.57031250
0.32100    531107.81250000 43609.26562500
0.32200    531882.50000000 38654.56250000
0.32300    532579.43750000 46590.05078125
0.32400    533237.37500000 25995.32226562
0.32500    533842.56250000 31325.88281250
0.32600    534399.93750000 26212.31640625
0.32700    534888.12500000 42106.39453125
0.32800    535331.87500000 29060.49218750
0.32900    535692.87500000 29168.47851562
0.33000    536007.87500000 34596.62890625
0.33100    536214.06250000 37384.84765625
0.33200    536406.12500000 37510.88281250
0.33300    536498.25000000 32254.27539062
0.33400    536521.93750000 35048.29687500
0.33500    536465.00000000 35149.18750000
0.33600    536338.37500000 35245.48046875
0.33700    536124.50000000 27181.51367188
0.33800    535848.06250000 38147.02734375
0.33900    535472.87500000 30040.02929688
0.34000    535024.93750000 38313.13671875
0.34100    534491.75000000 35645.25781250
0.34200    533899.12500000 38456.75390625
0.34300    533195.62500000 27512.89648438
0.34400    532442.18750000 30309.27343750
0.34500    531585.93750000 27589.31250000
0.34600    530666.93750000 38669.70312500
0.34700    529632.06250000 41470.19140625
0.34800    528535.87500000 35969.51171875
0.34900    527355.50000000 27686.16406250
0.35000    526086.56250000 30468.30468750
0.35100    524758.75000000 27707.26367188
0.35200    523312.34375000 38793.14843750
0.35300    521797.93750000 30478.21875000
0.35400    520209.43750000 30471.26757812
0.35500    518541.31250000 30459.11914062
0.35600    516779.53125000 30440.89843750
0.35700    514947.15625000 41478.99609375
0.35800    513038.84375000 33152.57031250
0.35900    511057.06250000 33116.50000000
0.36000    509005.71875000 33075.19140625
0.36100    506862.40625000 33027.15625000
0.36200    504673.59375000 27479.47851562
0.36300    502382.21875000 32916.08203125
0.36400    500021.87500000 32851.43750000
0.36500    497588.09375000 30049.34570312
0.36600    495100.81250000 40882.95312500
0.36700    492529.56250000 32625.16015625
0.36800    489924.43750000 37964.24609375
0.36900    487246.96875000 32450.65039062
0.37000    484473.00000000 32353.10742188
0.37100    481647.56250000 29563.52929688
0.37200    478785.81250000 34824.48828125
0.37300    475850.18750000 34703.75781250
0.37400    472864.37500000 37238.07031250
0.37500    469823.81250000 37097.29296875
0.37600    466733.12500000 36951.26171875
0.37700    463578.68750000 28913.40234375
0.37800    460384.09375000 44493.82421875
0.37900    457157.68750000 28663.78710938
0.38000    453865.28125000 31126.08398438
0.38100    450524.59375000 30978.07226562
0.38200    447155.46875000 33395.80859375
0.38300    443731.84375000 28114.85156250
0.38400    440293.37500000 35597.71875000
0.38500    436790.81250000 40464.30468750
0.38600    433284.59375000 32697.82226562
0.38700    429717.18750000 35013.35937500
0.38800    426126.00000000 34810.23437500
0.38900    422503.12500000 27188.07812500
0.39000    418877.31250000 24567.15625000
0.39100    415208.28125000 31738.52343750
0.39200    411524.03125000 29111.21093750
0.39300    407809.59375000 33742.16796875
0.39400    404105.28125000 26337.56250000
0.39500    400354.03125000 28537.23632812
0.39600    396590.21875000 23616.94921875
0.39700    392818.50000000 28141.51757812
0.39800    389043.34375000 27941.09570312
0.39900    385253.53125000 30049.77734375
0.40000    381453.93750000 27533.34570312
0.40100    377642.90625000 29603.42968750
0.40200    373846.68750000 24858.93554688
0.40300    370028.46875000 26908.47265625
0.40400    366222.31250000 26697.60742188
0.40500    362414.71875000 22071.05859375
0.40600    358622.56250000 30651.47265625
0.40700    354826.90625000 32573.11132812
0.40800    351035.71875000 30150.45898438
0.40900    347252.65625000 40576.47265625
0.41000    343495.53125000 25411.80078125
0.41100    339736.59375000 25194.86718750
0.41200    335986.18750000 24977.21484375
0.41300    332267.12500000 24760.54687500
0.41400    328553.43750000 26588.18945312
0.41500    324870.62500000 22299.12109375
0.41600    321183.87500000 20090.05273438
0.41700    317540.37500000 25882.71679688
0.41800    313935.21875000 25650.07812500
0.41900    310305.06250000 29323.83007812
0.42000    306733.40625000 21307.23632812
0.42100    303195.71875000 21111.51953125
0.42200    299680.84375000 19014.75000000
0.42300    296181.28125000 28255.69531250
0.42400    292721.81250000 20527.11914062
0.42500    289293.18750000 22183.00195312
0.42600    285884.78125000 29297.47460938
0.42700    282533.78125000 21766.40234375
0.42800    279200.75000000 17966.57031250
0.42900    275925.06250000 19576.88476562
0.43000    272675.65625000 24679.87500000
0.43100    269440.00000000 22697.62695312
0.43200    266275.03125000 22482.93359375
0.43300    263132.50000000 22268.90429688
0.43400    260038.78125000 23754.54296875
0.43500    256974.76562500 20167.38085938
0.43600    253980.76562500 16648.43945312
0.43700    251001.96875000 18139.91210938
0.43800    248060.73437500 17968.27929688
0.43900    245182.42187500 19418.44921875
0.44000    242340.81250000 17633.92968750
0.44100    239548.78125000 20646.71093750
0.44200    236803.90625000 15735.62109375
0.44300    234101.51562500 18709.39453125
0.44400    231449.43750000 20084.02734375
0.44500    228817.26562500 22961.81445312
0.44600    226246.35937500 18203.78320312
0.44700    223736.04687500 22552.59570312
0.44800    221255.51562500 14901.55957031
0.44900    218841.18750000 17726.13671875
0.45000    216472.90625000 21966.58984375
0.45100    214130.06250000 17421.62304688
0.45200    211852.54687500 23032.60937500
0.45300    209610.71875000 21411.73437500
0.45400    207426.04687500 21235.24218750
0.45500    205290.59375000 23871.19140625
0.45600    203195.15625000 22286.44531250
0.45700    201154.20312500 17965.08203125
0.45800    199150.15625000 15082.63867188
0.45900    197193.35937500 16327.61132812
0.46000    195307.71875000 17557.18750000
0.46100    193430.89062500 18766.66601562
0.46200    191634.14062500 14639.89062500
0.46300    189868.06250000 15857.78125000
0.46400    188139.23437500 18371.79687500
0.46500    186473.98437500 13034.53222656
0.46600    184843.67187500 15537.95996094
0.46700    183246.76562500 15436.70800781
0.46800    181725.78125000 20455.05468750
0.46900    180217.39062500 16516.92382812
0.47000    178760.59375000 13892.38085938
0.47100    177351.84375000 15067.81347656
0.47200    175986.59375000 18729.37500000
0.47300    174670.48437500 14902.88671875
0.47400    173367.84375000 14822.95214844
0.47500    172127.06250000 14747.84765625
0.47600    170939.96875000 20792.28320312
0.47700    169756.93750000 17040.20312500
0.47800    168634.56250000 19386.23046875
0.47900    167561.28125000 13270.85449219
0.48000    166499.68750000 21623.31445312
0.48100    165510.81250000 14359.71875000
0.48200    164512.53125000 15494.61328125
0.48300    163569.71875000 15437.70996094
0.48400    162669.28125000 14201.02929688
0.48500    161795.87500000 15333.39550781
0.48600    160969.18750000 16462.32031250
0.48700    160166.06250000 12896.57226562
0.48800    159380.75000000 18704.92578125
0.48900    158637.01562500 17489.73242188
0.49000    157930.57812500 18610.53906250
0.49100    157262.64062500 11605.98339844
0.49200    156605.34375000 15055.25488281
0.49300    155986.03125000 11558.56542969
0.49400    155395.09375000 12691.89453125
0.49500    154822.39062500 11518.78710938
0.49600    154292.15625000 16103.47265625
0.49700    153773.56250000 11486.88574219
0.49800    153291.34375000 14916.01464844
0.49900    152818.59375000 16045.95312500
0.50000    152383.09375000 20612.86132812
0.50100    151948.60937500 12585.90429688
0.50200    151564.00000000 18296.80664062
0.50300    151199.18750000 16002.92285156
0.50400    150830.45312500 12567.94726562
0.50500    150501.64062500 13707.68945312
0.50600    150178.48437500 13705.29003906
0.50700    149891.37500000 17132.58593750
0.50800    149609.67187500 13707.23828125
0.50900    149353.00000000 12568.05468750
0.51000    149118.29687500 13715.90234375
0.51100    148885.53125000 16008.17382812
0.51200    148674.35937500 20592.88671875
0.51300    148461.39062500 19458.83398438
0.51400    148282.34375000 18327.69726562
0.51500    148106.26562500 11463.42578125
0.51600    147953.60937500 13768.56347656
0.51700    147808.18750000 17227.04492188
0.51800    147670.46875000 12645.76074219
0.51900    147548.34375000 17263.15820312
0.52000    147433.79687500 13826.34277344
0.52100    147339.37500000 11536.67382812
0.52200    147233.20312500 11550.44531250
0.52300    147166.90625000 15037.51464844
0.52400    147086.06250000 11583.02832031
0.52500    147014.59375000 15079.28808594
0.52600    146945.67187500 11616.05566406
0.52700    146899.40625000 20941.98046875
0.52800    146843.90625000 12817.27050781
0.52900    146795.34375000 19839.39257812
0.53000    146767.76562500 14028.06347656
0.53100    146733.62500000 12880.27832031
0.53200    146699.10937500 14074.31250000
0.53300    146673.06250000 16447.91796875
0.53400    146638.81250000 17651.64843750
0.53500    146630.56250000 14146.91699219
0.53600    146620.35937500 21258.48632812
0.53700    146603.17187500 11830.87597656
0.53800    146596.03125000 11852.29003906
0.53900    146576.70312500 16621.79882812
0.54000    146573.18750000 13083.85644531
0.54100    146566.06250000 13107.40332031
0.54200    146552.89062500 13130.40722656
0.54300    146567.32812500 15547.86328125
0.54400    146552.43750000 14376.79492188
0.54500    146534.64062500 15601.54394531
0.54600    146527.39062500 16831.60156250
0.54700    146519.92187500 18065.90820312
0.54800    146498.71875000 16889.83789062
0.54900    146499.53125000 12086.21191406
0.55000    146476.26562500 18159.39453125
0.55100    146459.39062500 12126.83789062
0.55200    146441.20312500 13362.02832031
0.55300    146410.59375000 14600.06542969
0.55400    146398.76562500 13406.46777344
0.55500    146372.35937500 12207.45507812
0.55600    146341.32812500 12226.81933594
0.55700    146314.31250000 12246.50878906
0.55800    146262.00000000 12264.06933594
0.55900    146228.68750000 13511.53125000
0.56000    146190.43750000 12301.92578125
0.56100    146147.71875000 16016.33007812
0.56200    146088.89062500 14804.64941406
0.56300    146038.95312500 14825.87500000
0.56400    145969.71875000 17319.30664062
0.56500    145901.81250000 16103.18261719
0.56600    145836.42187500 19845.42187500
0.56700    145752.56250000 17385.36718750
0.56800    145676.75000000 13676.86230469
0.56900    145591.78125000 16182.52636719
0.57000    145502.62500000 14954.76074219
0.57100    145415.98437500 13724.36132812
0.57200    145309.67187500 12489.36718750
0.57300    145210.82812500 18753.97851562
0.57400    145092.35937500 15017.05957031
0.57500    144971.50000000 16283.20019531
0.57600    144850.85937500 13790.52734375
0.57700    144716.28125000 15056.28222656
0.57800    144583.50000000 15068.49218750
0.57900    144448.68750000 18850.55468750
0.58000    144300.81250000 13833.39843750
0.58100    144157.64062500 12584.96289062
0.58200    143986.21875000 18887.39257812
0.58300    143823.37500000 15118.71289062
0.58400    143657.28125000 13866.52050781
0.58500    143485.07812500 12612.33886719
0.58600    143303.34375000 20188.57617188
0.58700    143107.96875000 18933.18554688
0.58800    142912.01562500 21464.66992188
0.58900    142713.34375000 17682.18554688
0.59000    142501.00000000 13895.98535156
0.59100    142293.21875000 17689.89453125
0.59200    142065.29687500 13900.37890625
0.59300    141841.60937500 12638.08886719
0.59400    141595.62500000 16428.63281250
0.59500    141369.14062500 17693.76171875
0.59600    141120.50000000 13901.07519531
0.59700    140870.28125000 13899.67089844
0.59800    140604.76562500 16423.34179688
0.59900    140344.48437500 16420.30664062
0.60000    140076.29687500 13890.66699219
0.60100    139792.76562500 13885.61523438
0.60200    139505.93750000 12618.31347656
0.60300    139214.04687500 17657.91015625
0.60400    138915.34375000 16388.53906250
0.60500    138613.00000000 13859.91406250
0.60600    138303.09375000 13851.74609375
0.60700    137986.40625000 16359.66992188
0.60800    137659.43750000 15090.22851562
0.60900    137330.65625000 12565.75585938
0.61000    136989.50000000 18832.63281250
0.61100    136654.01562500 13799.32226562
0.61200    136307.23437500 13786.79589844
0.61300    135959.92187500 12521.90917969
0.61400    135588.62500000 21263.68750000
0.61500    135221.28125000 14993.33593750
0.61600    134849.10937500 12480.28613281
0.61700    134477.32812500 13712.65429688
0.61800    134088.95312500 19920.25585938
0.61900    133694.68750000 19893.76953125
0.62000    133304.03125000 18625.90625000
0.62100    132893.32812500 16118.63281250
0.62200    132493.96875000 13619.71875000
0.62300    132073.23437500 17306.87695312
0.62400    131661.60937500 12343.27636719
0.62500    131231.17187500 13554.86816406
0.62600    130804.53125000 17223.03320312
0.62700    130366.28125000 15964.65527344
0.62800    129923.21875000 14709.90722656
0.62900    129479.18750000 13459.36132812
0.63000    129029.91406250 13433.95019531
0.63100    128573.00781250 15845.33886719
0.63200    128113.39062500 17030.11328125
0.63300    127644.82812500 13352.92578125
0.63400    127182.37500000 12114.12109375
0.63500    126699.18750000 14504.52441406
0.63600    126226.00781250 14473.07519531
0.63700    125737.15625000 12033.04589844
0.63800    125253.42187500 13206.09472656
0.63900    124765.48437500 16768.48242188
0.64000    124259.35937500 13142.29199219
0.64100    123764.57812500 16685.94140625
0.64200    123257.80468750 15454.68066406
0.64300    122748.08593750 15414.70507812
0.64400    122243.22656250 14192.43945312
0.64500    121721.23437500 14153.74609375
0.64600    121205.13281250 16468.14257812
0.64700    120680.84375000 16422.25000000
0.64800    120162.41406250 12867.59179688
0.64900    119621.82031250 16328.37988281
0.65000    119094.74218750 12792.56250000
0.65100    118563.50000000 18552.81640625
0.65200    118025.45312500 18496.94921875
0.65300    117487.40625000 13830.61914062
0.65400    116944.48437500 13787.75585938
0.65500    116411.71875000 14891.38769531
0.65600    115861.76562500 11418.17773438
0.65700    115312.48437500 17072.01367188
0.65800    114760.00000000 13612.83203125
0.65900    114214.92187500 12438.00585938
0.66000    113661.26562500 14650.36914062
0.66100    113115.25781250 11232.34570312
0.66200    112555.08593750 14551.68554688
0.66300    112004.82812500 14502.38574219
0.66400    111455.17187500 12229.41894531
0.66500    110894.25000000 15509.66992188
0.66600    110339.65625000 12143.43066406
0.66700    109777.31250000 13199.62500000
0.66800    109228.82031250 15345.55761719
0.66900    108669.78906250 12013.44531250
0.67000    108112.05468750 10881.47851562
0.67100    107555.43750000 18430.69921875
0.67200    107001.46875000 16202.69824219
0.67300    106448.11718750 10761.90527344
0.67400    105890.06250000 15009.91699219
0.67500    105335.75000000 11749.14941406
0.67600    104785.49218750 10640.96777344
0.67700    104230.63281250 12720.30761719
0.67800    103682.00000000 11616.01367188
0.67900    103137.84375000 12624.07226562
0.68000    102584.23437500 12574.77539062
0.68100    102042.03125000 14614.46093750
0.68200    101501.47656250 15598.24023438
0.68300    100961.13281250 17609.64062500
0.68400    100429.02343750 10319.08203125
0.68500    99895.28125000  13362.99316406
0.68600    99357.82812500  11262.70703125
0.68700    98829.71875000  13258.99609375
0.68800    98303.77343750  16255.51269531
0.68900    97784.40625000  14168.96093750
0.69000    97257.25781250  11088.78710938
0.69100    96741.28125000  10041.74609375
0.69200    96227.96875000  12003.47753906
0.69300    95707.88281250  14944.78613281
0.69400    95208.59375000  12903.14453125
0.69500    94704.91406250  17796.94921875
0.69600    94201.14843750  12803.34960938
0.69700    93702.20312500  14715.93164062
0.69800    93220.20312500  11728.96582031
0.69900    92733.50000000  14605.52734375
0.70000    92251.64843750  14550.39257812
0.70100    91772.46875000  11596.37011719
0.70200    91301.83593750  12516.11230469
0.70300    90818.69531250  12467.59082031
0.70400    90362.14843750  11466.95800781
0.70500    89904.94531250  12377.21484375
0.70600    89450.79687500  12332.13476562
0.70700    88999.39843750  9451.73632812
0.70800    88555.00000000  10359.60644531
0.70900    88112.79687500  14076.02050781
0.71000    87677.14062500  10285.84472656
0.71100    87250.01562500  11181.96191406
0.71200    86821.34375000  9285.54296875
0.71300    86405.53125000  13881.04980469
0.71400    85989.45312500  13833.55371094
0.71500    85581.63281250  13787.20214844
0.71600    85182.64843750  10993.67285156
0.71700    84778.00000000  10956.70898438
0.71800    84393.53906250  10012.02832031
0.71900    83999.31250000  13607.88964844
0.72000    83629.05468750  15375.62011719
0.72100    83248.47656250  13523.71484375
0.72200    82880.40625000  10786.05664062
0.72300    82512.58593750  9856.95410156
